醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3521031642,永頤骨外科診所,,台南市西區民生路二段４８７號１、２樓,06 2236066,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521040061,王克紹診所,,台南市北區成功路５１６號,06 2211177,105/05/26,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521040918,信安內科診所,,台南市北區大豐里文賢路３４５號,06 2593377,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521040945,張金石小兒科診所,,台南市北區公園路１９１號,06 2216855,105/04/28,107/12/31,HM05310001,荷新整合性照護團隊
3521040945,張金石小兒科診所,,台南市北區公園路１９１號,06 2216855,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521041120,陳冠文內科診所,,台南市北區小東路１７１號,06 2752887,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042216,王界三小兒科診所,,台南市北區文賢路１０６８號,06 3583770,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042430,柯中文皮膚科診所,,台南市北區公園南路３５６號,06 2289333,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042609,海安小兒科診所,,台南市北區海安路３段７６１、７６１－１號１樓,06 3589696,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042805,幼之園小兒科診所,,台南市北區忠義路３段２４號１樓,06 2213434,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042841,開元骨外科診所,,台南市北區林森路３段３３８號１、２樓,06 2361566,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042878,羅信宜精神科診所,,臺南市北區長榮路四段１４１號１樓,06 2002268,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521042967,鄭光傑骨外科診所,,臺南市北區北安路１段１７８號１－２樓,06 2512936,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521050638,郭重德診所,,臺南市中西區民生路一段９０號,06 2262953,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521051644,李明鎧診所,,台南市中區啟智里開山路９０號,06 2260303,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521060385,十二佃診所,,台南市安南區海佃路四段３８８巷１０７弄２２號,06 2465658,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521060714,胡文就診所,,台南市安南區安中路四段８９號,06 2456969,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521062129,禎祿診所,,台南市安南區安和路５段２１５號１樓,06 3559009,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521062389,魏大倫耳鼻喉科診所,,台南市安南區安和路１段３５６號１樓,06 2568119,105/06/30,107/12/31,HM05310001,荷新整合性照護團隊
3521062434,安河神經內科診所,,臺南市安南區安和路１段４０號１樓,06 2810700,105/10/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3521070327,穠田聯合診所,,台南市安平區永華路二段１０５９號１、２樓,06 2950808,105/05/04,107/12/31,HM21050001,部立臺南醫院居家醫療照護整合團隊
3522010343,劉耳鼻喉科診所,,嘉義市社口里民權路３２２２號,05 2786915,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522010398,仁和診所,,嘉義市東區吳鳳北路４２３號,05 2782762,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522010496,柯明裕家庭醫學科診所,,嘉義市東區吳鳳南路１１號,05 2237578,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522010692,黃銘模診所,,嘉義市東區中正路３７４號,05 2247873,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522010709,陳俊雄婦產科外科診所,,嘉義市東區民族路２４８號,05 2221506,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522010852,福音聯合診所,,嘉義市東區吳鳳北路３４０號,05 2782036,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522010852,福音聯合診所,,嘉義市東區吳鳳北路３４０號,05 2782036,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522010950,華山診所,,嘉義市東區吳鳳北路１５１號,05 2248777,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522011466,文山診所,,嘉義市東區府路里國華街１７１號,05 2293119,105/05/31,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522011617,吳長宗診所,,嘉義市東區光華路２－１號,05 2239036,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522011742,嘉恩診所,,嘉義市東區興業東路２３７號１樓、２樓,05 2288092,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522012972,長鴻診所,,嘉義市東區社口里民權路３２２號,05 2782113,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522013013,李培源聯合診所,,嘉義市東區東仁里中山路１７５號,05 2222075,105/05/05,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522013077,欣升診所,,嘉義市東區新生路６５１號１樓,05 2765538,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522013102,郭俊鋐診所,,嘉義市東區彌陀路２９２號、２９２－１號、２９２－２號１樓,05 2771893,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522013291,楊澍青診所,,嘉義市東區民權路１１０號１樓,05 2776001,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522013308,新恩診所,,嘉義市東區新生路３５７號１樓；３５９號１樓、２樓,05 2777937,105/09/01,107/12/31,HM40130001,快樂活居家醫療照護團隊
3522013497,怡康診所,,嘉義市東區林森東路４９６號,05 2770236,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522020134,林昭男家庭醫學科診所,,嘉義市西區民族路７１８號,05 2279558,105/05/31,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522020438,張文輝診所,,嘉義市西區林森西路４９０號,05 2279313,105/05/05,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522020607,林海南診所,,嘉義市西區康樂街１５７號,05 2273185,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522021177,弘仁診所,,嘉義市西區忠義街１０１號,05 2226119,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522021275,鍾易晉耳鼻喉科診所,,嘉義市西區自強里新民路７５８號１樓,05 2856506,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522021337,佑仁診所,,嘉義市西區福全里友愛路１９０號,05 2335906,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522021364,陳明煌診所,,嘉義市西區北興街４４２號,05 2337036,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522021435,黃彬診所,,嘉義市西區博愛路一段４１１之３號１樓,05 2333380,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522021604,曾良達診所,,嘉義市西區保安里八德路３３８號,05 2333928,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522021882,民族診所,,嘉義市西區民族路７０１號１－４樓,05 2276008,105/05/31,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522023144,戴昌隆皮膚科診所,,嘉義市西區博愛路二段２７７號,05 2328888,105/09/26,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522023224,王國哲診所,,嘉義市西區福全里博愛路二段３５９號１－２樓,05 2310550,105/04/22,107/12/31,HM22020002,中榮嘉義分院
3522023224,王國哲診所,,嘉義市西區福全里博愛路二段３５９號１－２樓,05 2310550,105/12/08,107/12/31,HM22020001,全方位居家醫療服務
3522023528,慎諭婦產科診所,,嘉義市西區民生南路１１８－７號、１１８－７號２樓,05 2253652,105/04/20,107/12/31,HM22010001,天主教聖馬爾定醫院居家醫療整合照護團隊
3522024141,陳政康診所,,嘉義市西區興業西路３６號,05 2163000,105/04/20,107/12/31,HM22010002,嘉基居家醫療照護整合計畫團隊
3522024294,六福診所,,嘉義市西區興業西路３３３號１樓,05 2853300,106/03/07,107/12/31,HM22020002,中榮嘉義分院
3531011223,樂活醫美診所,,新北市板橋區民族路８９－２號１樓,02 29519666,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531013076,林國本耳鼻喉科診所,,新北市板橋區文聖街６號,02 22557445,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531013423,吳宏誠小兒科診所,,新北市板橋區莊敬路１５６號,02 22502422,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531016719,聯德診所,,新北市板橋區溪北路１３號,02 86871766,106/03/28,107/12/31,HM31060001,好鄰居
3531017083,樂福診所,,新北市板橋區三民路２段８９號,02 29560606,106/03/28,107/12/31,HM31060001,好鄰居
3531018062,莒光診所,,新北市板橋區莒光路３０號１樓,02 22527700,106/03/28,107/12/31,HM31060001,好鄰居
3531024668,集美診所,,新北市三重區集美街１７４－１號,02 29775177,106/03/28,107/12/31,HM31060001,好鄰居
3531024882,三重祥安診所,,新北市三重區三和路４段３７４號１、２樓,02 22808558,106/03/28,107/12/31,HM31060001,好鄰居
3531025254,龍華診所,,新北市三重區五華街１００號１、２樓,02 29883500,106/03/28,107/12/31,HM31060001,好鄰居
3531025389,重新診所,,新北市三重區重新路２段１５０號１、２樓,02 29765868,106/03/28,107/12/31,HM31060001,好鄰居
3531025610,健福診所,,新北市三重區溪尾街１７１、１７３號１樓,02 89851660,106/03/28,107/12/31,HM31060001,好鄰居
3531025861,益安診所,,新北市三重區正義北路１５２號１樓、２樓,02 89828775,106/03/28,107/12/31,HM31060001,好鄰居
3531033685,黎新彬診所,,新北市永和區永貞路１５號,02 32335676,106/03/30,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3531034244,永愛診所,,新北市永和區永平路２８２之１號１樓及２８６之１號２樓,02 29258680,106/03/30,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3531044535,唯安診所,,新北市中和區景新街４５５號１、２樓,02 29479165,106/03/28,107/12/31,HM31060001,好鄰居
3531045532,捷安診所,,新北市中和區中和路４５６號１樓、２樓,02 22331117,106/03/28,107/12/31,HM31060001,好鄰居
3531050104,文宏診所,,新北市新店區北新路１段１９５號１樓、１９５號２樓,02 29187308,105/11/16,107/12/31,HM11070002,紫薇居家醫療團隊
3531061278,聯安診所,V,新北市新莊區中正路３３０號１樓、３３０－１號２樓,02 29986191,106/03/28,107/12/31,HM31060001,好鄰居
3531061670,陳鼎輔診所,,新北市新莊區幸福路５９５號１樓,02 29988528,106/03/03,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3531061867,聯福診所,,新北市新莊區八德里民安路２３２號１、２樓,02 22014370,106/03/28,107/12/31,HM31060001,好鄰居
3531061876,新莊徐耳鼻喉科診所,,新北市新莊區中平路３７３號１樓,02 29907505,105/12/01,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531063512,李復健科骨科診所,,新北市新莊區幸福路６８號,02 29989287,105/10/21,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531063601,中心診所,,新北市新莊區中港路３２１號１樓,02 22765992,106/03/28,107/12/31,HM31060001,好鄰居
3531063647,幸福小兒科診所,,新北市新莊區幸福路７２９號,02 29919474,105/10/21,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531065294,晉安診所,,新北市新莊區中正路７００之２４號１樓、２樓,02 29061510,106/03/28,107/12/31,HM31060001,好鄰居
3531066273,寶祥診所,,新北市新莊區中平路５３號１樓至２樓,02 29960303,106/03/28,107/12/31,HM31060001,好鄰居
3531091838,如原診所,,新北市三峽區文化路２６４－１號１樓,02 26713119,106/03/13,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531111022,陳正恆小兒科診所,,新北市汐止區福德一路２２０號１樓,02 86931716,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531112083,佳祥診所,,新北市汐止區民族三街７號１樓,02 26954806,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531121500,合安診所,,新北市瑞芳區大埔路１０６號,02 24584247,106/03/13,107/12/31,HM11070002,紫薇居家醫療團隊
3531133171,裕安診所,,新北市土城區裕民路１３１號１樓,02 22613300,106/03/28,107/12/31,HM31060001,好鄰居
3531133386,光晶妍眼科診所,,新北市土城區明德路二段１８９號１樓,02 22742688,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531133386,光晶妍眼科診所,,新北市土城區明德路二段１８９號１樓,02 22742688,105/08/29,107/12/31,HM01090001,臺北藍鵲居家醫療照護團隊
3531140050,杏春家醫科診所,,新北市蘆洲區中山二路３７號,02 22811906,105/11/01,107/12/31,HM01160002,仁和居家醫療照護團隊
3531140783,曉兒耳鼻喉科診所,,新北市蘆洲區中山二路１５１號,02 22888468,105/11/01,107/12/31,HM01160002,仁和居家醫療照護團隊
3531142198,詠贊聯合診所,,新北市蘆洲區中正路８５號１－４樓,02 82831555,105/06/27,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531142509,民族診所,,新北市蘆洲區民族路５３號,02 82857866,106/03/28,107/12/31,HM31060001,好鄰居
3531143293,長建身心診所,,新北市蘆洲區中山一路１６５號１樓,02 28471313,105/12/15,107/12/31,HM01190001,青年公園居家醫療照護團隊
3531143435,華安診所,,新北市蘆洲區中華街４５－１號１樓,02 28481500,106/03/28,107/12/31,HM31060001,好鄰居
3531143462,德興診所,,新北市蘆洲區復興路６７號１樓,02 22855598,106/03/28,107/12/31,HM31060001,好鄰居
3531150163,成洲診所,,新北市五股區凌雲路１段７３號,02 22919463,105/10/21,107/12/31,HM01190001,青年公園居家醫療照護團隊
3532011218,李應燦診所,,桃園市桃園區中山路５２號,03 3362578,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532011414,陸勇亮診所,,桃園市桃園區大林里桃鶯路２７３號,03 3623368,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532012475,康瑞診所,,桃園市桃園區大有路５０４號,03 3462345,105/11/02,999/12/31,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3532012591,桃庚聯合診所,,桃園市桃園區中山路５９５號１至４樓,03 2205119,105/06/08,999/12/31,HM32010001,聖保祿醫院
3532012751,親子診所,,桃園市桃園區南平路１９５號１樓、２樓,03 3172319,105/09/21,999/12/31,HM32010004,敏盛綜合醫院
3532014513,范姜皮膚科診所,,桃園市桃園區經國路397號1樓、405號 1樓、2樓之1、2、3,03 3566269,105/05/06,999/12/31,HM32100001,共好居家醫療團
3532014513,范姜皮膚科診所,,桃園市桃園區經國路397號1樓、405號 1樓、2樓之1、2、3,03 3566269,106/04/03,999/12/31,HM32010004,敏盛綜合醫院
3532014773,何翊菁診所,,桃園市桃園區中埔六街１２３號,03 3551192,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532015350,黃晉文診所,,桃園市桃園區中正路394號,03 3330000,105/06/02,999/12/31,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3532015731,振興診所,,桃園市桃園區中正路543號,03 3332077,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532016142,正興診所,,桃園市桃園區桃鶯路452號,03 3635453,106/03/29,999/12/31,HM32010001,聖保祿醫院
3532016357,全家親子診所,,桃園市桃園區中正路605號,03 3358585,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532016571,家和診所,,桃園市桃園區大業路2段13號1樓,03 3575170,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532016713,大順診所,,桃園市桃園區南平路302-3號1樓,03 3167585,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532017176,盛軒耳鼻喉科診所,,桃園市桃園區南平路３０２－５號１樓,03 3552345,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532021723,黃永輝診所,,桃園市中壢區新明里中山路４５２號,03 4926750,105/09/08,999/12/31,HM32100002,壢新醫院
3532022202,中壢聯新診所,,桃園市中壢區福州路２１號１、２樓,03 4379595,105/09/08,999/12/31,HM32100002,壢新醫院
3532022275,林診所,,桃園市中壢區龍東路３５４號１、２樓,03 4659696,105/09/08,999/12/31,HM32100002,壢新醫院
3532022515,敏昌診所,,桃園市中壢區福德路３２號,03 4550348,105/09/08,999/12/31,HM32100002,壢新醫院
3532022935,林浩健診所,,桃園市中壢區中央西路二段２３１之２號,03 4925866,105/12/06,999/12/31,HM32100002,壢新醫院
3532026522,和美家醫診所,,桃園市中壢區元化路53號1樓,03 4256562,105/12/06,999/12/31,HM32100002,壢新醫院
3532026540,活力診所,,桃園市中壢區莊敬路160號1、2樓,03 2713585,105/04/26,999/12/31,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3532026924,忠孝診所,,桃園市中壢區忠孝路７５號１、２樓,03 4630063,105/12/08,999/12/31,HM32010001,聖保祿醫院
3532040438,姜博文診所,V,"桃園市楊梅區永美路３３３號２樓、３３５號１樓,２樓",03 4826241,105/04/26,999/12/31,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3532040460,鄭鈞源診所,,桃園市楊梅區新成路２０１之１號,03 4852306,105/09/08,999/12/31,HM32100002,壢新醫院
3532041725,羅肇煒診所,,桃園市楊梅區瑞溪路１段２７１－１號,03 4315999,105/04/26,999/12/31,HM32040001,天成醫院
3532041878,楊欣診所,,桃園市楊梅區楊新路99號,03 4782542,105/04/26,999/12/31,HM32040001,天成醫院
3532041958,佑家診所,,桃園市楊梅區瑞溪路二段１９３號１、２樓,03 4816988,105/04/26,999/12/31,HM32040001,天成醫院
3532042062,新楊梅診所,,桃園市楊梅區環東路476號1、2樓,03 4856530,105/04/26,999/12/31,HM32040001,天成醫院
3532042133,同心青山診所,,桃園市楊梅區青山五街１４號１樓,03 4962442,105/04/26,999/12/31,HM32040002,楊梅社醫群居家醫療整合計畫團隊
3532050153,杜衍甫診所,,桃園市蘆竹區五福一路７號１樓,03 3527686,105/06/02,999/12/31,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3532051712,朱智盟眼科診所,,桃園市蘆竹區中正路363號1F、365號1F、365號3F,03 3525677,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532051785,晨新診所,,桃園市蘆竹區中正路３５７號一．二．三樓,03 3222232,105/06/02,999/12/31,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3532051801,明濟診所,,桃園市蘆竹區南山路三段２５７號,03 3248677,105/06/02,999/12/31,HM32010002,台北榮民總醫院桃園分院居家醫療照護團隊
3532052031,德信診所,,桃園市蘆竹區奉化路136號1、3樓、138號1樓,03 2220718,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532052273,愛鄰親子診所,,桃園市蘆竹區南昌路45號1樓,03 3216784,105/11/02,999/12/31,HM32010004,敏盛綜合醫院
3532052344,南崁診所,,桃園市蘆竹區南崁路241號1樓,03 3225582,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532072060,新世代診所,,桃園市龜山區文興路95號,03 3274075,105/08/26,999/12/31,HM32010004,敏盛綜合醫院
3532072088,鴻興診所,,桃園市龜山區中興路３７７號１、２樓,03 3205575,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532080428,萬耳鼻喉科診所,,桃園市八德區大忠里介壽路１段９１３號,03 3635616,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532082280,崇瑞耳鼻喉科診所,,桃園市八德區介壽路一段８０６號,03 3631891,105/06/08,999/12/31,HM32010001,聖保祿醫院
3532082548,廣德診所,,桃園市八德區介壽路一段942-1號,03 3623886,105/05/09,999/12/31,HM32010001,聖保祿醫院
3532101815,和愛診所,,桃園市平鎮區平東路１３４號,03 4609280,105/12/29,999/12/31,HM32100002,壢新醫院
3532102321,聯恩診所,,桃園市平鎮區中豐路南勢二段１００號１樓暨１０２號１樓,03 4395633,105/09/08,999/12/31,HM32100002,壢新醫院
3532131135,高揚威家醫科診所,,桃園市復興區澤仁里忠孝路３２號,03 3822839,105/05/06,999/12/31,HM32100001,共好居家醫療團
3533010055,謝小兒科內科診所,,新竹縣關西鎮北斗里正義路３４號,03 5872200,105/04/22,999/12/31,HM33030001,馨愛
3533010082,樹德診所,,新竹縣關西鎮北斗里中山路４２號,03 5872152,105/04/22,999/12/31,HM33030001,馨愛
3533010091,日興家庭醫學科診所,,新竹縣關西鎮中山路５０號,03 5872156,105/03/24,999/12/31,HM33030001,馨愛
3533010162,朱內科診所,,新竹縣關西鎮北斗里正義路１２０號,03 5876816,105/04/22,999/12/31,HM33030001,馨愛
3533010199,有田診所,,新竹縣關西鎮正義路１４號,03 5872307,105/04/22,999/12/31,HM33030001,馨愛
3533010206,關心眼科診所,,新竹縣關西鎮明德路４２號１樓,03 5878151,105/04/22,999/12/31,HM33030001,馨愛
3533011374,哈佛診所,,新竹縣關西鎮正義路62、64號1樓,03 5876123,105/04/22,999/12/31,HM33030001,馨愛
3533030146,羅內科小兒科診所,V,新竹縣竹東鎮商華里東寧路三段３３號,03 5969766,105/03/24,999/12/31,HM33030001,馨愛
3533030440,呂紹達內科診所,,新竹縣竹東鎮大同路１９號,03 5966228,105/04/22,999/12/31,HM33030001,馨愛
3533030584,曾政德婦產科外科診所,,新竹縣竹東鎮榮華里長春路三段６２號,03 5953776,105/03/24,999/12/31,HM33030001,馨愛
3533031689,安慎診所,,新竹縣竹東鎮長安路１１３號,03 5951011,105/03/24,999/12/31,HM33030001,馨愛
3533031910,康健診所,,新竹縣竹東鎮中豐路二段341號,03 5102916,106/03/20,999/12/31,HM33030001,馨愛
3533050184,楊診所,,新竹縣竹北市竹仁里四維街２２２號,03 5514665,105/08/24,999/12/31,HM33030001,馨愛
3533050219,協和婦產科診所,,新竹縣竹北市中正東路１９８號,03 5555887,105/03/24,999/12/31,HM33030001,馨愛
3533050273,彭福麒小兒科診所,,新竹縣竹北市博愛街３７６號,03 5510032,105/03/24,999/12/31,HM33030001,馨愛
3533050380,曾文智診所,,新竹縣竹北市中正西路３１號,03 5553549,105/08/24,999/12/31,HM33030001,馨愛
3533051547,傅仁良小兒科診所,,新竹縣竹北市博愛街１７２號,03 5530106,105/08/24,999/12/31,HM33030001,馨愛
3533051627,劉信志診所,,新竹縣竹北市太康村光明一路二四二號,03 5586518,106/01/06,999/12/31,HM12010001,國泰新竹
3533051743,曾文怡診所,,新竹縣竹北市中正西路31號1樓,03 5553549,105/08/24,999/12/31,HM33030001,馨愛
3533051841,杏安診所,,新竹縣竹北市鳳崗路3段223號,03 5560889,105/08/24,999/12/31,HM33030001,馨愛
3533052240,王伯堅診所,,新竹縣竹北市光明一路１７０號１－２樓,03 5588638,105/04/22,999/12/31,HM33030001,馨愛
3533052384,日康診所,,新竹縣竹北市自強南路１７９號１樓,03 6685663,105/04/22,999/12/31,HM33030001,馨愛
3533061623,勝利診所,,新竹縣湖口鄉中興村中興二巷１－５號１樓,03 5986960,105/04/22,999/12/31,HM33030001,馨愛
3533081563,林鴻欣皮膚科診所,,新竹縣新豐鄉建興路一段146之1號1樓,03 5590231,105/03/24,999/12/31,HM33030001,馨愛
3533090044,平安診所,,新竹縣穹林鄉文衡街４４２號,03 5921678,105/08/24,999/12/31,HM33030001,馨愛
3533131031,彭國楨診所,,新竹縣尖石鄉嘉樂村二鄰麥樹仁９號,03 5841335,105/04/22,999/12/31,HM33030001,馨愛
3534010166,林內兒科診所,,宜蘭縣宜蘭市聖後街１７３號,03 9322080,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534010326,明仁眼科診所,,宜蘭縣宜蘭市中山路２段２３１號,03 9330303,106/01/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
3534010326,明仁眼科診所,,宜蘭縣宜蘭市中山路２段２３１號,03 9330303,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534010433,譚國勇婦產科診所,,宜蘭縣宜蘭市中山路３段１４３號１樓,03 9366797,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534010522,曹天德診所,,宜蘭縣宜蘭市舊城東路３－１號,03 9353267,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534010657,林耳鼻喉科診所,,宜蘭縣宜蘭市中山路３段２３３號,03 9311234,106/01/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
3534010657,林耳鼻喉科診所,,宜蘭縣宜蘭市中山路３段２３３號,03 9311234,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534010773,潘仁進診所,,宜蘭縣宜蘭市中山路２段６１號１樓,03 9313808,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3534011789,和信診所,,宜蘭縣宜蘭市和睦路團管區巷１７號１樓,03 9313505,106/01/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
3534011789,和信診所,,宜蘭縣宜蘭市和睦路團管區巷１７號１樓,03 9313505,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534012008,建成骨外科診所,,宜蘭縣宜蘭市復興路６６號,03 9325737,106/01/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
3534012008,建成骨外科診所,,宜蘭縣宜蘭市復興路６６號,03 9325737,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534012053,厚生診所,,宜蘭縣宜蘭市復興路３２號,03 9358611,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3534012062,開蘭安心診所,,宜蘭縣宜蘭市神農路１段９５號１、２樓９７號１樓,03 9311230,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3534012099,許明哲耳鼻喉科診所,,宜蘭縣宜蘭市中山路２段３０８號１樓,03 9321168,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3534040084,仁宏診所,,宜蘭縣頭城鎮纘祥路７９－２號,03 9776568,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534040093,博生診所,,宜蘭縣頭城鎮城東里中庸路２３號,03 9778985,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534040100,頭城診所,,宜蘭縣頭城鎮城西里開蘭路５０號,03 9777107,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534040119,照仁診所,,宜蘭縣頭城鎮吉祥路８８巷２７號,03 9775101,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534040146,杏林診所,,宜蘭縣頭城鎮新興路１７號,03 9771486,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534051274,安信診所,,宜蘭縣礁溪鄉中山路１段２３０號１樓,03 9888001,106/01/01,107/12/31,HM34070001,臺北榮民總醫院員山分院團隊
3534051274,安信診所,,宜蘭縣礁溪鄉中山路１段２３０號１樓,03 9888001,106/02/06,107/12/31,HM34010001,陽大居家醫療照護團隊
3534060059,陳登賢診所,,宜蘭縣壯圍鄉壯濱路３段３８５號,03 9305029,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3534071123,信望愛診所,,宜蘭縣員山鄉復興路６號,03 9221550,105/09/20,107/12/31,HM34010001,陽大居家醫療照護團隊
3535010517,楊宏源診所,,苗栗縣苗栗市青苗里至公路２８號,037352120,106/03/22,999/12/31,HM35010002,大千
3535012011,天恩診所,V,苗栗縣苗栗市中正路３９號１樓及４１號１－２樓,037277295,105/05/23,999/12/31,HM35010001,心苗栗
